title,duration,rating,stars,votes
American Crime Story,42 min,8.4,"['Sarah Paulson, ', 'Annaleigh Ashford, ', 'Sterling K. Brown, ', 'Kenneth Choi']","95,054"
Beauty and the Beast,129 min,7.1,"['Bill Condon', '| ', '    Stars:', 'Emma Watson, ', 'Dan Stevens, ', 'Luke Evans, ', 'Josh Gad']","306,985"
Dynasty,42 min,7.2,"['Elizabeth Gillies, ', 'Rafael de la Fuente, ', 'Robert Christopher Riley, ', 'Sam Adegoke']","22,045"
Glee,44 min,6.8,"['Lea Michele, ', 'Jane Lynch, ', 'Matthew Morrison, ', 'Cory Monteith']","147,910"
Brooklyn,117 min,7.5,"['John Crowley', '| ', '    Stars:', 'Saoirse Ronan, ', 'Emory Cohen, ', 'Domhnall Gleeson, ', 'Jim Broadbent']","142,184"
The Americans,44 min,8.4,"['Keri Russell, ', 'Matthew Rhys, ', 'Keidrich Sellati, ', 'Holly Taylor']","98,875"
Gotham,42 min,7.8,"['Ben McKenzie, ', 'Jada Pinkett Smith, ', 'Donal Logue, ', 'Camren Bicondova']","229,301"
Gossip Girl,42 min,7.5,"['Blake Lively, ', 'Leighton Meester, ', 'Penn Badgley, ', 'Ed Westwick']","173,318"
Gone Girl,149 min,8.1,"['David Fincher', '| ', '    Stars:', 'Ben Affleck, ', 'Rosamund Pike, ', 'Neil Patrick Harris, ', 'Tyler Perry']","971,322"
The Tudors,60 min,8.1,"['Jonathan Rhys Meyers, ', 'Henry Cavill, ', 'Anthony Brophy, ', 'James Frain']","74,863"
Twin Peaks,47 min,8.8,"['Kyle MacLachlan, ', 'Michael Ontkean, ', 'Mädchen Amick, ', 'Dana Ashbrook']","196,192"
The Poison Rose,98 min,4.7,"['Francesco Cinquemani, ', 'George Gallo', '| ', '    Stars:', 'John Travolta, ', 'Morgan Freeman, ', 'Brendan Fraser, ', 'Famke Janssen']","9,475"
Avatar: The Last Airbender,23 min,9.3,"['Dee Bradley Baker, ', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena']","309,241"
Hannibal,44 min,8.5,"['Hugh Dancy, ', 'Mads Mikkelsen, ', 'Caroline Dhavernas, ', 'Laurence Fishburne']","253,302"
Star Trek: Voyager,44 min,7.8,"['Kate Mulgrew, ', 'Robert Beltran, ', 'Roxann Dawson, ', 'Robert Duncan McNeill']","69,047"
NCIS: Los Angeles,43 min,6.7,"[""Chris O'Donnell, "", 'LL Cool J, ', 'Daniela Ruah, ', 'Eric Christian Olsen']","53,571"
Persuasion,108 min,5.7,"['Carrie Cracknell', '| ', '    Stars:', 'Richard E. Grant, ', 'Henry Golding, ', 'Ben Bailey Smith, ', 'Yolanda Kettle']","25,625"
Good Girls,43 min,7.7,"['Christina Hendricks, ', 'Retta, ', 'Mae Whitman, ', 'Reno Wilson']","51,835"
Dated and Related,,4.3,"['Joey Roppo, ', 'Jason Cohen, ', 'Christopher Hahn, ', 'Corrina Roppo']",379
Jogi,116 min,7.5,"['Ali Abbas Zafar', '| ', '    Stars:', 'Diljit Dosanjh, ', 'Kumud Mishra, ', 'Mohd. Zeeshan Ayyub, ', 'Hiten Tejwani']","4,105"
How to Get Away with Murder,43 min,8.1,"['Viola Davis, ', 'Billy Brown, ', 'Jack Falahee, ', 'Aja Naomi King']","150,319"
Uncoupled,30 min,7.0,"['Neil Patrick Harris, ', 'Tisha Campbell, ', 'Brooks Ashmanskas, ', 'Emerson Brooks']","13,745"
Longmire,60 min,8.3,"['Robert Taylor, ', 'Katee Sackhoff, ', 'Lou Diamond Phillips, ', 'Cassidy Freeman']","35,601"
The Anthrax Attacks,94 min,6.2,"['Dan Krauss', '| ', '    Stars:', 'Clark Gregg, ', 'Regan Burns, ', 'Brigitte Kali Canales, ', 'Tongayi Chirisa']",865
White Collar,40 min,8.3,"['Matt Bomer, ', 'Tim DeKay, ', 'Willie Garson, ', 'Tiffani Thiessen']","131,006"
White Noise,136 min,5.9,"['Noah Baumbach', '| ', '    Stars:', 'Adam Driver, ', 'Greta Gerwig, ', 'Don Cheadle, ', 'Raffey Cassidy']",235
After Life,30 min,8.4,"['Ricky Gervais, ', 'Tom Basden, ', 'Tony Way, ', 'Diane Morgan']","133,432"
Outer Banks,50 min,7.6,"['Chase Stokes, ', 'Madelyn Cline, ', 'Madison Bailey, ', 'Rudy Pankow']","48,115"
Luckiest Girl Alive,115 min,,"['Mike Barker', '| ', '    Stars:', 'Chiara Aurelia, ', 'Mila Kunis, ', 'Connie Britton, ', 'Jennifer Beals']",
Derry Girls,30 min,8.5,"['Saoirse-Monica Jackson, ', 'Louisa Harland, ', ""Tara Lynne O'Neill, "", 'Kathy Kiera Clarke']","36,522"
El Camino: A Breaking Bad Movie,122 min,7.3,"['Vince Gilligan', '| ', '    Stars:', 'Aaron Paul, ', 'Jonathan Banks, ', 'Matt Jones, ', 'Charles Baker']","243,473"
Anatomy of a Scandal,268 min,7.0,"['Sienna Miller, ', 'Rupert Friend, ', 'Michelle Dockery, ', 'Sebastian Selwood']","27,590"
A Knight's Tale,132 min,6.9,"['Brian Helgeland', '| ', '    Stars:', 'Heath Ledger, ', 'Mark Addy, ', 'Rufus Sewell, ', 'Shannyn Sossamon']","186,888"
The Munsters,109 min,,"['Rob Zombie', '| ', '    Stars:', 'Cassandra Peterson, ', 'Richard Brake, ', 'Julie Adams, ', 'Sheri Moon Zombie']",
Baywatch,116 min,5.5,"['Seth Gordon', '| ', '    Stars:', 'Dwayne Johnson, ', 'Zac Efron, ', 'Alexandra Daddario, ', 'Priyanka Chopra Jonas']","185,920"
Broad Peak,101 min,5.9,"['Leszek Dawid', '| ', '    Stars:', 'Ireneusz Czop, ', 'Maja Ostaszewska, ', 'Piotr Glowacki, ', 'Lukasz Simlat']",671
Grimm,45 min,7.8,"['David Giuntoli, ', 'Russell Hornsby, ', 'Silas Weir Mitchell, ', 'Sasha Roiz']","119,368"
The Sea Beast,115 min,7.1,"['Chris Williams', '| ', '    Stars:', 'Karl Urban, ', 'Zaris-Angel Hator, ', 'Jared Harris, ', 'Marianne Jean-Baptiste']","36,407"
Operation Mincemeat,128 min,6.6,"['John Madden', '| ', '    Stars:', 'Colin Firth, ', 'Matthew Macfadyen, ', 'Kelly Macdonald, ', 'Rufus Wright']","22,162"
Alchemy of Souls,80 min,8.7,"['Jae-Wook Lee, ', 'Jung So-Min, ', 'Min-Hyun Hwang, ', 'Joon-Sang Yoo']","3,769"
Chip 'n Dale: Rescue Rangers,97 min,7.0,"['Akiva Schaffer', '| ', '    Stars:', 'Andy Samberg, ', 'John Mulaney, ', 'KiKi Layne, ', 'Will Arnett']","37,904"
Wedding Season,98 min,6.3,"['Tom Dey', '| ', '    Stars:', 'Pallavi Sharda, ', 'Suraj Sharma, ', 'Arianna Afsar, ', 'Sean Kleier']","6,947"
Black Sails,56 min,8.2,"['Jessica Parker Kennedy, ', 'Toby Stephens, ', 'Hannah New, ', 'Zach McGowan']","104,342"
Knock Knock,99 min,4.9,"['Eli Roth', '| ', '    Stars:', 'Keanu Reeves, ', 'Lorenza Izzo, ', 'Ana de Armas, ', 'Aaron Burns']","94,594"
Elementary,60 min,7.9,"['Jonny Lee Miller, ', 'Lucy Liu, ', 'Aidan Quinn, ', 'Jon Michael Hill']","110,920"
13 Reasons Why,60 min,7.5,"['Dylan Minnette, ', 'Katherine Langford, ', 'Christian Navarro, ', 'Alisha Boe']","289,319"
Maid,545 min,8.4,"['Margaret Qualley, ', 'Nick Robinson, ', 'Rylea Nevaeh Whittet, ', 'Andie MacDowell']","81,102"
The King,140 min,7.3,"['David Michôd', '| ', '    Stars:', 'Tom Glynn-Carney, ', 'Gábor Czap, ', 'Tom Fisher, ', 'Edward Ashley']","127,673"
The Adam Project,106 min,6.7,"['Shawn Levy', '| ', '    Stars:', 'Ryan Reynolds, ', 'Walker Scobell, ', 'Mark Ruffalo, ', 'Jennifer Garner']","193,255"
Top Boy,60 min,8.4,"['Ashley Walters, ', 'Kano, ', 'Micheal Ward, ', 'Jasmine Jobson']","25,235"
Emily in Paris,30 min,6.9,"['Lily Collins, ', 'Philippine Leroy-Beaulieu, ', 'Ashley Park, ', 'Lucas Bravo']","88,868"
Grease,110 min,7.2,"['Randal Kleiser', '| ', '    Stars:', 'John Travolta, ', 'Olivia Newton-John, ', 'Stockard Channing, ', 'Jeff Conaway']","275,313"
Sicario,121 min,7.6,"['Denis Villeneuve', '| ', '    Stars:', 'Emily Blunt, ', 'Josh Brolin, ', 'Benicio Del Toro, ', 'Jon Bernthal']","425,967"
The Devil All the Time,138 min,7.1,"['Antonio Campos', '| ', '    Stars:', 'Bill Skarsgård, ', 'Tom Holland, ', 'Banks Repeta, ', 'Emilio Subercaseaux Campos']","133,166"
Little Women,,8.6,"['Kim Go-eun, ', 'Nam Ji-Hyun, ', 'Ji-hu Park, ', 'Wi Ha-joon']",469
The Fall,60 min,8.1,"['Gillian Anderson, ', 'Jamie Dornan, ', 'John Lynch, ', 'Aisling Franciosi']","104,577"
Elite,60 min,7.4,"['Itzan Escamilla, ', 'Omar Ayuso, ', 'Miguel Bernardeau, ', 'Arón Piper']","77,113"
Legally Blonde,96 min,6.4,"['Robert Luketic', '| ', '    Stars:', 'Reese Witherspoon, ', 'Luke Wilson, ', 'Selma Blair, ', 'Matthew Davis']","216,974"
2001: A Space Odyssey,149 min,8.3,"['Stanley Kubrick', '| ', '    Stars:', 'Keir Dullea, ', 'Gary Lockwood, ', 'William Sylvester, ', 'Daniel Richter']","662,697"
The Little Things,128 min,6.3,"['John Lee Hancock', '| ', '    Stars:', 'Denzel Washington, ', 'Rami Malek, ', 'Jared Leto, ', 'Chris Bauer']","99,050"
The Guilty,90 min,6.3,"['Antoine Fuqua', '| ', '    Stars:', 'Jake Gyllenhaal, ', 'Riley Keough, ', 'Peter Sarsgaard, ', 'Christina Vidal']","121,907"
Naruto,24 min,8.4,"['Junko Takeuchi, ', 'Maile Flanagan, ', 'Kate Higgins, ', 'Chie Nakamura']","99,442"
Broadchurch,48 min,8.4,"['David Tennant, ', 'Olivia Colman, ', 'Jodie Whittaker, ', 'Andrew Buchan']","112,247"
Scorpion,43 min,7.0,"['Elyes Gabel, ', 'Katharine McPhee, ', 'Eddie Kaye Thomas, ', 'Jadyn Wong']","53,803"
Spirited Away,125 min,8.6,"['Hayao Miyazaki', '| ', '    Stars:', 'Daveigh Chase, ', 'Suzanne Pleshette, ', 'Miyu Irino, ', 'Rumi Hiiragi']","751,180"
Adventure Time,11 min,8.6,"['John DiMaggio, ', 'Jeremy Shada, ', 'Tom Kenny, ', 'Hynden Walch']","93,949"
Dead to Me,30 min,8.0,"['Christina Applegate, ', 'Linda Cardellini, ', 'Luke Roessler, ', 'Sam McCarthy']","76,565"
The Nice Guys,116 min,7.3,"['Shane Black', '| ', '    Stars:', 'Russell Crowe, ', 'Ryan Gosling, ', 'Angourie Rice, ', 'Matt Bomer']","324,865"
Designated Survivor,60 min,7.5,"['Kiefer Sutherland, ', 'Adan Canto, ', 'Italia Ricci, ', 'Kal Penn']","90,424"
Dracula,270 min,6.8,"['Claes Bang, ', 'Dolly Wells, ', 'Morfydd Clark, ', 'John Heffernan']","47,794"
Narcos: Mexico,50 min,8.4,"['Scoot McNairy, ', 'José María Yazpik, ', 'Alejandro Edda, ', 'Alfonso Dosal']","83,199"
300,117 min,7.6,"['Zack Snyder', '| ', '    Stars:', 'Gerard Butler, ', 'Lena Headey, ', 'David Wenham, ', 'Dominic West']","815,351"
That's Amor,96 min,5.2,"['Shaun Paul Piccinino', '| ', '    Stars:', 'Riley Dandy, ', 'Isaac Gonzalez Rossi, ', 'Nancy Lenehan, ', 'Daniel Edward Mora']","2,055"
Resident Evil,60 min,4.0,"['Ella Balinska, ', 'Tamara Smart, ', 'Siena Agudong, ', 'Adeline Rudolph']","39,033"
Ginny & Georgia,,7.4,"['Brianne Howey, ', 'Antonia Gentry, ', 'Diesel La Torraca, ', 'Jennifer Robertson']","48,057"
Grace and Frankie,30 min,8.2,"['Jane Fonda, ', 'Lily Tomlin, ', 'Sam Waterston, ', 'Martin Sheen']","51,896"
The Man from Toronto,110 min,5.8,"['Patrick Hughes', '| ', '    Stars:', 'Kevin Hart, ', 'Woody Harrelson, ', 'Jasmine Mathews, ', 'Kaley Cuoco']","43,867"
Snowpiercer,60 min,6.9,"['Daveed Diggs, ', 'Mickey Sumner, ', 'Alison Wright, ', 'Iddo Goldberg']","54,342"
The Killing,45 min,8.3,"['Mireille Enos, ', 'Joel Kinnaman, ', 'Billy Campbell, ', 'Liam James']","111,425"
The Power of the Dog,126 min,6.8,"['Jane Campion', '| ', '    Stars:', 'Benedict Cumberbatch, ', 'Kirsten Dunst, ', 'Jesse Plemons, ', 'Kodi Smit-McPhee']","169,764"
Baby Driver,113 min,7.6,"['Edgar Wright', '| ', '    Stars:', 'Ansel Elgort, ', 'Jon Bernthal, ', 'Jon Hamm, ', 'Eiza González']","528,768"
The Haunting of Bly Manor,494 min,7.3,"['Victoria Pedretti, ', 'Oliver Jackson-Cohen, ', 'Amelia Eve, ', ""T'Nia Miller""]","101,853"
My Hero Academia,24 min,8.4,"['Daiki Yamashita, ', 'Justin Briner, ', 'Nobuhiko Okamoto, ', 'Ayane Sakura']","60,041"
Arrival,116 min,7.9,"['Denis Villeneuve', '| ', '    Stars:', 'Amy Adams, ', 'Jeremy Renner, ', 'Forest Whitaker, ', 'Michael Stuhlbarg']","684,855"
Dead Poets Society,128 min,8.1,"['Peter Weir', '| ', '    Stars:', 'Robin Williams, ', 'Robert Sean Leonard, ', 'Ethan Hawke, ', 'Josh Charles']","484,465"
The House,97 min,6.8,"['Paloma Baeza, ', 'Emma De Swaef, ', 'Niki Lindroth von Bahr, ', 'Marc James Roels', '| ', '    Stars:', 'Mia Goth, ', 'Matthew Goode, ', 'Claudie Blakley, ', 'Eleanor De Swaef-Roels']","15,290"
Skins,46 min,8.2,"['Kaya Scodelario, ', 'Nicholas Hoult, ', 'Joe Dempsie, ', 'Hannah Murray']","83,918"
Bardo,174 min,6.7,"['Alejandro G. Iñárritu', '| ', '    Stars:', 'Daniel Giménez Cacho, ', 'Griselda Siciliani, ', 'Ximena Lamadrid, ', 'Íker Sánchez Solano']",218
Wendell & Wild,105 min,7.5,"['Henry Selick', '| ', '    Stars:', 'Lyric Ross, ', 'Keegan-Michael Key, ', 'Jordan Peele, ', 'Angela Bassett']",94
The Woman in the House,208 min,6.4,"['Kristen Bell, ', 'Tom Riley, ', 'Mary Holland, ', 'Cameron Britton']","44,195"
Kill Bill: Vol. 1,111 min,8.2,"['Quentin Tarantino', '| ', '    Stars:', 'Uma Thurman, ', 'David Carradine, ', 'Daryl Hannah, ', 'Michael Madsen']","1,103,348"
Behind Her Eyes,298 min,7.2,"['Simona Brown, ', 'Eve Hewson, ', 'Tom Bateman, ', 'Robert Aramayo']","60,901"
Bleach,24 min,8.2,"['Johnny Yong Bosch, ', 'Michelle Ruff, ', 'Stephanie Sheh, ', 'Jamieson Price']","53,769"
Uncut Gems,135 min,7.4,"['Benny Safdie, ', 'Josh Safdie', '| ', '    Stars:', 'Adam Sandler, ', 'Julia Fox, ', 'Idina Menzel, ', 'Mesfin Lamengo']","277,507"
Annihilation,115 min,6.8,"['Alex Garland', '| ', '    Stars:', 'Natalie Portman, ', 'Jennifer Jason Leigh, ', 'Tessa Thompson, ', 'Benedict Wong']","323,342"
The Mummy,110 min,5.4,"['Alex Kurtzman', '| ', '    Stars:', 'Tom Cruise, ', 'Sofia Boutella, ', 'Annabelle Wallis, ', 'Russell Crowe']","189,542"
Orphan Black,44 min,8.3,"['Tatiana Maslany, ', 'Dylan Bruce, ', 'Jordan Gavaris, ', 'Kevin Hanchard']","110,756"
Altered Carbon,60 min,7.9,"['Chris Conner, ', 'Renée Elise Goldsberry, ', 'Dichen Lachman, ', 'Will Yun Lee']","167,469"
Supergirl,43 min,6.2,"['Melissa Benoist, ', 'Chyler Leigh, ', 'David Harewood, ', 'Katie McGrath']","123,705"
Zero Dark Thirty,157 min,7.4,"['Kathryn Bigelow', '| ', '    Stars:', 'Jessica Chastain, ', 'Joel Edgerton, ', 'Chris Pratt, ', 'Mark Strong']","299,829"
The Irishman,209 min,7.8,"['Martin Scorsese', '| ', '    Stars:', 'Robert De Niro, ', 'Al Pacino, ', 'Joe Pesci, ', 'Harvey Keitel']","382,523"
Jurassic World: Fallen Kingdom,128 min,6.1,"['J.A. Bayona', '| ', '    Stars:', 'Chris Pratt, ', 'Bryce Dallas Howard, ', 'Rafe Spall, ', 'Justice Smith']","314,340"
Big Mouth,30 min,7.9,"['Nick Kroll, ', 'John Mulaney, ', 'Jessi Klein, ', 'Jason Mantzoukas']","77,339"
Chilling Adventures of Sabrina,60 min,7.4,"['Kiernan Shipka, ', 'Ross Lynch, ', 'Lucy Davis, ', 'Chance Perdomo']","93,761"
Death Note,24 min,9.0,"['Mamoru Miyano, ', 'Brad Swaile, ', 'Vincent Tong, ', 'Ryô Naitô']","316,300"
Booksmart,102 min,7.1,"['Olivia Wilde', '| ', '    Stars:', 'Kaitlyn Dever, ', 'Beanie Feldstein, ', 'Jessica Williams, ', 'Jason Sudeikis']","117,900"
Heartbreak High,50 min,7.8,"['Callan Mulvey, ', 'Lara Cox, ', 'Emma Roche, ', 'Ada Nicodemou']","3,208"
Untitled Super Mario Project,,,"['Aaron Horvath, ', 'Michael Jelenic', '| ', '    Stars:', 'Chris Pratt, ', 'Anya Taylor-Joy, ', 'Charlie Day, ', 'Jack Black']",
The End of the F***ing World,25 min,8.1,"['Jessica Barden, ', 'Alex Lawther, ', 'Steve Oram, ', 'Christine Bottomley']","186,272"
The Revenant,156 min,8.0,"['Alejandro G. Iñárritu', '| ', '    Stars:', 'Leonardo DiCaprio, ', 'Tom Hardy, ', 'Will Poulter, ', 'Domhnall Gleeson']","794,404"
Red Notice,118 min,6.3,"['Rawson Marshall Thurber', '| ', '    Stars:', 'Dwayne Johnson, ', 'Ryan Reynolds, ', 'Gal Gadot, ', 'Ritu Arya']","270,232"
Jessica Jones,56 min,7.9,"['Krysten Ritter, ', 'Rachael Taylor, ', 'Eka Darville, ', 'Carrie-Anne Moss']","213,221"
Frozen,102 min,7.4,"['Chris Buck, ', 'Jennifer Lee', '| ', '    Stars:', 'Kristen Bell, ', 'Idina Menzel, ', 'Jonathan Groff, ', 'Josh Gad']","620,220"
Anne with an E,60 min,8.7,"['Amybeth McNulty, ', 'Geraldine James, ', 'R.H. Thomson, ', 'Dalila Bela']","54,248"
Jane the Virgin,60 min,7.9,"['Gina Rodriguez, ', 'Andrea Navedo, ', 'Yael Grobglas, ', 'Justin Baldoni']","50,019"
Incantation,110 min,6.2,"['Kevin Ko', '| ', '    Stars:', 'Hsuan-yen Tsai, ', 'Ying-Hsuan Kao, ', 'Sean Lin, ', 'Ching-Yu Wen']","11,424"
Queen of the South,42 min,8.0,"['Alice Braga, ', 'Hemky Madera, ', 'Peter Gadiot, ', 'Veronica Falcón']","30,158"
Godless,452 min,8.3,"[""Jack O'Connell, "", 'Michelle Dockery, ', 'Scoot McNairy, ', 'Merritt Wever']","66,821"
Fullmetal Alchemist: Brotherhood,24 min,9.1,"['Kent Williams, ', 'Iemasa Kayumi, ', 'Matthew Leonhart, ', 'Vic Mignogna']","164,032"
Ray Donovan,60 min,8.3,"['Liev Schreiber, ', 'Eddie Marsan, ', 'Dash Mihok, ', 'Pooch Hall']","86,921"
Wind River,107 min,7.7,"['Taylor Sheridan', '| ', '    Stars:', 'Elizabeth Olsen, ', 'Jeremy Renner, ', 'Graham Greene, ', 'Kelsey Asbille']","249,800"
Jumanji: The Next Level,123 min,6.7,"['Jake Kasdan', '| ', '    Stars:', 'Dwayne Johnson, ', 'Jack Black, ', 'Kevin Hart, ', 'Karen Gillan']","246,668"
Fakes,30 min,6.3,"['Emilija Baranac, ', 'Jennifer Tong, ', 'Richard Harmon, ', 'Eric Bempong']",594
The IT Crowd,25 min,8.5,"[""Chris O'Dowd, "", 'Richard Ayoade, ', 'Katherine Parkinson, ', 'Matt Berry']","151,277"
DC's Legends of Tomorrow,42 min,6.8,"['Caity Lotz, ', 'Amy Louise Pemberton, ', 'Dominic Purcell, ', 'Nick Zano']","104,446"
Heartstopper,30 min,8.7,"['Joe Locke, ', 'Kit Connor, ', 'Yasmin Finney, ', 'William Gao']","49,420"
Zodiac,157 min,7.7,"['David Fincher', '| ', '    Stars:', 'Jake Gyllenhaal, ', 'Robert Downey Jr., ', 'Mark Ruffalo, ', 'Anthony Edwards']","536,068"
Iron Fist,55 min,6.4,"['Finn Jones, ', 'Jessica Henwick, ', 'Jessica Stroup, ', 'Tom Pelphrey']","130,223"
Merlí. Sapere Aude,50 min,7.7,"['Carlos Cuevas, ', 'María Pujalte, ', 'Pablo Capuz, ', 'Boris Ruiz']","2,298"
The Affair,60 min,7.9,"['Dominic West, ', 'Ruth Wilson, ', 'Maura Tierney, ', 'Julia Goldani Telles']","45,649"
Unbelievable,385 min,8.4,"['Kaitlyn Dever, ', 'Toni Collette, ', 'Merritt Wever, ', 'Blake Ellis']","100,699"
Enola Holmes,123 min,6.6,"['Harry Bradbeer', '| ', '    Stars:', 'Millie Bobby Brown, ', 'Henry Cavill, ', 'Sam Claflin, ', 'Helena Bonham Carter']","169,720"
Pirates of the Caribbean: Dead Men Tell No Tales,129 min,6.5,"['Joachim Rønning, ', 'Espen Sandberg', '| ', '    Stars:', 'Johnny Depp, ', 'Geoffrey Rush, ', 'Javier Bardem, ', 'Orlando Bloom']","309,009"
Bates Motel,45 min,8.1,"['Vera Farmiga, ', 'Freddie Highmore, ', 'Max Thieriot, ', 'Nicola Peltz Beckham']","107,362"
Jujutsu Kaisen,24 min,8.6,"['Junya Enoki, ', 'Adam McArthur, ', 'Yûichi Nakamura, ', 'Yuma Uchida']","56,920"
Star Trek: Enterprise,60 min,7.5,"['Scott Bakula, ', 'John Billingsley, ', 'Jolene Blalock, ', 'Dominic Keating']","53,374"
Run,90 min,6.7,"['Aneesh Chaganty', '| ', '    Stars:', 'Sarah Paulson, ', 'Kiera Allen, ', 'Sara Sohn, ', 'Pat Healy']","77,264"
The Green Knight,130 min,6.6,"['David Lowery', '| ', '    Stars:', 'Dev Patel, ', 'Alicia Vikander, ', 'Joel Edgerton, ', 'Sarita Choudhury']","98,337"
All of Us Are Dead,60 min,7.5,"['Ji-hu Park, ', 'Chan-Young Yoon, ', 'Yi-Hyun Cho, ', 'Park Solomon']","47,580"
Jumanji: Welcome to the Jungle,119 min,6.9,"['Jake Kasdan', '| ', '    Stars:', 'Dwayne Johnson, ', 'Karen Gillan, ', 'Kevin Hart, ', 'Jack Black']","375,650"
El Rey Vicente Fernández,52 min,6.4,"['Enoc Leaño, ', 'Marissa Saavedra, ', 'Ruben Zamora, ', 'Camila Rojas']",127
Bodyguard,60 min,8.1,"['Richard Madden, ', 'Sophie Rundle, ', 'Vincent Franklin, ', 'Ash Tandon']","121,426"
Luther,60 min,8.4,"['Idris Elba, ', 'Dermot Crowley, ', 'Michael Smiley, ', 'Warren Brown']","136,105"
That '90s Show,30 min,,"['Kurtwood Smith, ', 'Debra Jo Rupp, ', 'Callie Haverda, ', 'Mace Coronel']",
Fauda,60 min,8.2,"['Lior Raz, ', 'Itzik Cohen, ', 'Neta Garty, ', ""Rona-Lee Shim'on""]","26,699"
Hubie Halloween,103 min,5.2,"['Steven Brill', '| ', '    Stars:', 'Adam Sandler, ', 'Kevin James, ', 'Julie Bowen, ', 'Ray Liotta']","49,569"
The Watcher,,,"['Luke David Blumm, ', 'Terry Kinney, ', 'Michael Nouri, ', 'Emily Juliette Murphy']",
Borgen,58 min,8.5,"['Sidse Babett Knudsen, ', 'Birgitte Hjort Sørensen, ', 'Søren Malling, ', 'Lisbeth Wulff']","26,360"
Marcella,45 min,7.4,"['Anna Friel, ', 'Ray Panthaki, ', 'Jack Doolan, ', 'Jamie Bamber']","31,515"
Reign,42 min,7.4,"['Adelaide Kane, ', 'Megan Follows, ', 'Celina Sinden, ', 'Torrance Coombs']","49,625"
Love Between Fairy and Devil,40 min,8.6,"['Dylan Wang, ', 'Esther Yu, ', 'Haiqiao Xu, ', 'Xiaoting Guo']",365
Amar,105 min,5.1,"['Esteban Crespo', '| ', '    Stars:', 'María Pedraza, ', 'Pol Monen, ', 'Natalia Tena, ', 'Greta Fernández']","4,570"
Freaks and Geeks,44 min,8.8,"['Linda Cardellini, ', 'John Francis Daley, ', 'James Franco, ', 'Samm Levine']","142,164"
High Heat,45 min,5.9,"['Yomary Cruz, ', 'Tania Possick, ', 'David DeSantos, ', 'Eduardo Capetillo']",432
Workin' Moms,30 min,7.8,"['Catherine Reitman, ', 'Dani Kind, ', 'Philip Sternberg, ', 'Ryan Belleville']","17,710"
Poldark,60 min,8.3,"['Aidan Turner, ', 'Eleanor Tomlinson, ', 'Jack Farthing, ', 'Beatie Edney']","31,763"
Penny Dreadful,60 min,8.2,"['Josh Hartnett, ', 'Timothy Dalton, ', 'Eva Green, ', 'Reeve Carney']","121,814"
Medici,60 min,7.9,"['Daniel Sharman, ', 'Alessandra Mastronardi, ', 'Synnove Karlsen, ', 'Sebastian De Souza']","19,261"
Your Name.,106 min,8.4,"['Makoto Shinkai', '| ', '    Stars:', 'Ryûnosuke Kamiki, ', 'Mone Kamishiraishi, ', 'Ryô Narita, ', 'Aoi Yûki']","262,352"
Venom,112 min,6.6,"['Ruben Fleischer', '| ', '    Stars:', 'Tom Hardy, ', 'Michelle Williams, ', 'Riz Ahmed, ', 'Scott Haze']","478,585"
Californication,28 min,8.3,"['David Duchovny, ', 'Natascha McElhone, ', 'Evan Handler, ', 'Pamela Adlon']","180,641"
The Platform,94 min,7.0,"['Galder Gaztelu-Urrutia', '| ', '    Stars:', 'Ivan Massagué, ', 'Zorion Eguileor, ', 'Antonia San Juan, ', 'Emilio Buale']","219,327"
Interceptor,99 min,4.5,"['Matthew Reilly', '| ', '    Stars:', 'Elsa Pataky, ', 'Luke Bracey, ', 'Aaron Glenane, ', 'Mayen Mehta']","22,251"
Shadowhunters,42 min,6.5,"['Katherine McNamara, ', 'Dominic Sherwood, ', 'Alberto Rosende, ', 'Matthew Daddario']","63,040"
Tropic Thunder,107 min,7.0,"['Ben Stiller', '| ', '    Stars:', 'Ben Stiller, ', 'Jack Black, ', 'Robert Downey Jr., ', 'Jeff Kahn']","413,784"
Howl's Moving Castle,119 min,8.2,"['Hayao Miyazaki', '| ', '    Stars:', 'Chieko Baishô, ', 'Takuya Kimura, ', 'Tatsuya Gashûin, ', 'Akihiro Miwa']","390,278"
Beverly Hills Cop: Axel Foley,,,"['Mark Molloy', '| ', '    Stars:', 'Joseph Gordon-Levitt, ', 'Eddie Murphy, ', 'Judge Reinhold, ', 'Paul Reiser']",
iZombie,42 min,7.8,"['Rose McIver, ', 'Malcolm Goodwin, ', 'Rahul Kohli, ', 'Robert Buckley']","67,849"
SPY×FAMILY,24 min,8.6,"['Takuya Eguchi, ', 'Atsumi Tanezaki, ', 'Saori Hayami, ', 'Alex Organ']","19,612"
Fighting with My Family,108 min,7.1,"['Stephen Merchant', '| ', '    Stars:', 'Dwayne Johnson, ', 'Lena Headey, ', 'Vince Vaughn, ', 'Florence Pugh']","81,142"
Captain America: Civil War,147 min,7.8,"['Anthony Russo, ', 'Joe Russo', '| ', '    Stars:', 'Chris Evans, ', 'Robert Downey Jr., ', 'Scarlett Johansson, ', 'Sebastian Stan']","776,556"
The Ranch,30 min,7.5,"['Ashton Kutcher, ', 'Sam Elliott, ', 'Grady Lee Richmond, ', 'Elisha Cuthbert']","38,824"
Will & Grace,22 min,7.3,"['Eric McCormack, ', 'Debra Messing, ', 'Megan Mullally, ', 'Sean Hayes']","55,858"
